",""X1"",""X2""";;;;;;;;
"2884,""Works great. Easy to connect to WiFi. Remote is awesome. Sometimes gets confused when trying to get out of a tight area. Picks up a lot of hair and dirt. App is done nice. Lots of control. Finds it's way home for recharge every time. Very happy with unit."",""Reviewed in the United States on May 20, 2019""";;;;;;;;
"2885,""i got it as a gift for my mother and she's in love with it, we put it to clean everyday because we have a dog who shed's a lot and its helped out so much we also use it to clean the upstairs carpet and it does an amazing job as well. i would definitely recommend to others :)"",""Reviewed in the United States on May 19, 2019""";;;;;;;;
"2886,""Great for cleaning up pet hair and crumbs. I still sweep with a broom at least weekly or biweekly before I do my mopping, but this thing is awesome to just run for an hour or so every evening or every couple of evenings! I have one, and purchased another for my mother in laws birthday."",""Reviewed in the United States on May 19, 2019""";;;;;;;;
"2887,""Cleans dust and microparticles very well. Collected lots of dust particles which my hand vacuum couldn't. Really bad for human hair. For the price, I am satisfied with the product. Cleans very well and able to operate with remote and app."",""Reviewed in the United States on May 19, 2019""";;;;;;;;
"2888,""Unable to vacuum so this works!"",""Reviewed in the United States on May 19, 2019""";;;;;;;;
"2889,""I studied robotvacs for months before deciding on this one for 2 reasons. 1. I only expected her to run on my hardwoods and her reviews for that were great, 2. The price. So let me put her job into perspective. We have a little modest home about 1500 sq. ft. Of which only our 3 bedrooms are carpeted. We have 2 boys, a medium sized dog, and I have an in home daycare so add 6 more children, Mon.-Fri..For the first two weeks I only allowed her on the hardwoods, closing off the bedrooms because I didn't expect much of her on my carpets, and I have a Shark Vacume that I use for my good heavy duty cleaning. She has done amazing, running once to twice a day. Quiet enough to run during naptime, picks up all of the dog hair, sand from the sandbox, and grass clippings that are carried in on tiny feet that go in and out throughout the day, and the massive amount of crumbs that fall during Lunch/snack time. She even gets under my couch!!! I no longer have to swiffer under there, she gets it all.So after the first two weeks, and being confident in her abilities, I opened up my bedroom door to give her a try on my carpet. Now this isn't a deep cleaning vacuum. I still feel the need to break out my Shark Pro vacuum about once a week. But I will say she does a pretty darn good job. The first two times she ran under my bed (a spot I rarely am able to clean under) she filled up her dust bin. It was mind blowing what she was picking up.She now has free range over my house, runs about an hour and a half to 2 hours at a time. Now she is a little all over the place, there isn't a lot of logic to her cleaning, but I dont care. She manages to get to job done, and I didn't spend $400 on a robotvac!!! I love her!"",""Reviewed in the United States on May 19, 2019""";;;;;;;;
"2890,""Love this thing.. Great for the money"",""Reviewed in the United States on May 19, 2019""";;;;;;;;
"2891,""We love it"",""Reviewed in the United States on May 19, 2019""";;;;;;;;
"2892,""The product worked perfectly for about a month and a half then just gets stuck and keeps spinning without sucking anything up, I have reached out to the company but haven’t heard anything back."",""Reviewed in the United States on May 19, 2019""";;;;;;;;
"2893,""Bought two N79 units when Amazon had them on a promoted sale for §149. LOVE them! Did follow it around on first run to identify areas where it could choke on extension cords/wires/low clearances and re-positioned obstructions/interferences as needed. We have low-pile oriental rugs and wood floors, and raised lintels between rooms, and Deebot handled all of these fine with flying colors. There is a stairs down to family room and Deebot edge detection successfully avoided falling down the stairs. Ecovacs Android wifi app works good although Deebot goes offline sometimes so I am going to try repositioning my Eero wifi living room beacon and/or reposition Ecovacs charging station so that Ecovacs and Eero are closer to each other, but basically very happy with Ecovacs app too. Repositioning Ecovac closer line-of-sight did not fix this intermittent offline status in the Android app which causes app to lose contact with Ecovac for a few minutes now and then. So far that's my only qualm with this Ecovac N79S.  UPDATE:  I found that simply by navigating to """"About"""" on the app somehow """"wakes up"""" the app and gets the vacs to read """"on-line"""" in the app, so the app problem is solved.UPDATE: I want to give this 6 stars because of they way the robot handles large objects that you would expect would jam it ... but they DON'T jam it !  Whenever I empty the dust bin of the ECOVACS N79S I find all kinds of large objects - 4 inch segements of rose stems, champagne metal cap, beer caps, large shards of glass (up to 1"""" across), sticks, small pebbles, small screws nuts and bolts (from work I was doing around house on electrical outlets) and NONE of these things on many vacuum runs has ever even once jammed up the robot ... and when I clean the robot dust bin I can just dump these large objects out of the vacuum robot ... they seem to just sit somewhere behind the dust bin but well away from the rollers and so therefore so far it seems nothing except a low clearance just slightly below the 3"""" this robot needs can stop this robot ... otherwise it just keeps going, and going, and going .....Our floors have never been so clean! Fun to have, family loves it, works great."",""Reviewed in the United States on May 19, 2019""";;;;;;;;
"2894,""Pros: cleans well and is much quieter than my old roombaCons: doesn't return to the charger when it says it's going to. Very frustrating. Would be five stars if it went back to the charger when it says it's going back to the charger.UPDATE: The company contacted me to offer $35 for me to change my review to 4 stars or remove it. Instead, I'm changing the review to 1 star, because that kind of review manipulation should not be rewarded by Amazon customers or tolerated by Amazon.THEIR NOTE:We are really sorry that you are not satisfied with Robotic Vacuum Cleaner from our store on Amazon.We have already changed to another manufacturer to ensure the better quality and service according to your review“The Alexa integration responds but doesn't obey”. We are a very small business that depends on reviews from our dear customers, like you, we will not survive without your help. By the way, If you don’t mind giving me four stars or removing your review. We can issue you refund $35 for the trouble.MY REPLY:I'd be happy to accept a better-working replacement robot from your new manufacturer and update my review accordingly, but I cannot change my review about the product I have, because doing so would be untruthful.THEIR RESPONSE:My boss confessed that my job is that If you don’t mind removing your review,we can issue you refund $35  for the trouble to you. I understand you mean.But if you could, can you help me update to four stars<U+FF1F>The boss confessed to my comment, the lowest star is four stars.I hope get your help and understanding.I will refund $35 within five days.If you want paypal,please give me your paypal address. If you want amazon egift card, i refund it to your email."",""Reviewed in the United States on May 18, 2019""";;;;;;;;
"2895,""Good so far. This seems to have trouble finding the docking station. Tried it in 2 different spots, I'll try one more before contacting the manufacturer."",""Reviewed in the United States on May 18, 2019""";;;;;;;;
"2896,""I got this a few weeks ago, I had been wanting one for awhile. I was constantly vacuuming, I have a German Shepherd, 2 cats and then my daughter and I so there is literally hair everywhere.  My daughter decided it needed a name and Gerry was it. Gerry does a great job, I do empty him alot, but he does a lot of vaccuming. He goes under the couch, under, the dressers, ect. Absolutely amazing. I have this paranoia about letting Gerry work when we are not home, we've read the horror stories online about robo vacuums rynning over dog poo. So I only let him work while I'm here. It happen anyway though, my dog is well trained, but he does get sick on occasion today was one such day and I took Gerry apart and cleaned him. Lucky for me my dog ate a wipe, gross I know! But it made Gerry get stuck and he screamed for help (well he beeped) until I went to see what happen. The wipe got caught preventing the spread. My dog the night before had popped the child safetly lock on the the bathroom, which of course is to prevent him from going in there in order to get to the litter box and cat food. I guess he decided a wipe was a good idea too. Thankfully I had ordered some extra parts for Gerry and had them already. My one complaint about the design on this, which wont matter if you don't have children to spill things or pets to make messes is that when youbtakenit apart, all the electrical components are attached to the bottom. The bottom is what I needed to clean. Gerry is clean now and doing his job though, had he not got caught on something though I would have had poop spread about my house. Also we have a chair in the living room that Gerry gets stuck on daily. So there are definitely some cons for I'm happy, I no longer have German Shepherd hair balls blowing around my house if I don't vaccuming daily."",""Reviewed in the United States on May 18, 2019""";;;;;;;;
"2897,""I used for less than half a year and it's not starting up anymore. During its lifetime, it keeps starting to clean at 12am even though I did not schedule that. Is there a way I can get a refund on this?"",""Reviewed in the United States on May 18, 2019""";;;;;;;;
"2898,""I named it Doug. Doug is very work oriented and tackles challenges head on. My cats believe he's an enemy looking to conquer their world but Doug just ignores their threats and does his job. I'm pleased."",""Reviewed in the United States on May 18, 2019""";;;;;;;;
"2899,""We've had this for a few months now.  We really want to love it.  It works awesome.....when it works.  Some mornings we wake up to find it stuck under the couch, in the middle of the kitchen floor, or in the dock empty.  I really wish there were more indicator lights so I knew why the heck it didn't run.  We take it apart and clean it about once a week.  Between a lab and 4 females in the house it gets hair all tangled on the brush/roller.  Also, be forewarned it does not work with 5Ghz wireless.  I have dual band wireless access points in my house, but it refuses to communicate with my cell phone when it's one the wireless.  It did work when I had an older wireless AP.  We use the remote to program it now.  Not sure if the app would tell us why it didn't run in the middle of the night?"",""Reviewed in the United States on May 18, 2019""";;;;;;;;
"2900,""This product is junk, first month I loved it, worked good and had very little issues. After a month, the battery life was junk, and now it’s doesn't even work any more. It cleans for 2 minutes than sits and beeps. Manual claims it’s a dust bin malfunction. Well I cleaned polished and did every single thing know to man to make sure the dust bin and all of it’s components were like new. Spend the extra money and buy the Roomba."",""Reviewed in the United States on May 18, 2019""";;;;;;;;
"2901,""This robot has so very simple operation. No plant survey, just turn it on and forget it. It is also compatible with Alexa. Maximum cleaning time is 1h30 before finding a charging station."",""Reviewed in the United States on May 18, 2019""";;;;;;;;
"2902,""This worked OK for 9 months until the battery died and I found there is no way to buy a new battery."",""Reviewed in the United States on May 17, 2019""";;;;;;;;
"2903,""Loved this product at first, but it lasted less than a year. Now it wont hold a charge at all and we have had it for 7 months."",""Reviewed in the United States on May 17, 2019""";;;;;;;;
"2904,""Love this product. Makes my life so much easier. I do need to sit down & learn to program it. Its been cleaning quite a bit at night when I'm sleeping.  I'll hear it humming along....."",""Reviewed in the United States on May 17, 2019""";;;;;;;;
"2905,""I have had mine for over a month now and wow.I live in Florida with 2 yorkies and a black lab. The amount of sand and leaves the dogs brought in with my wife and daughter having long hair made walking in my house without shoes impossible. Grit on the bottom of your feet with hair between your toes... Gross and sweeping the whole house sometimes twice a day is a headache. Now I empty the Deebot once a day and done.Pros-It seems to always find its home to charge.-The remote control option makes it easy to focus it on an area you want done first.-Quiet, but not running while you sleep quiet.-Easy to take apart for part replacement and deep cleaning.-Setup and functionality with Amazon Alexa is a snap.- No problems finding its way out from under the kitchen table and chairs.Cons-It always tries to eat my bathroom carpet/mat.-Though it does pick up hair, the brushes catch a lot of it and require a razor to clean sometimes.-Locks itself in the bathroom sometimes, but I don’t call the police on it. (True story, google it.)"",""Reviewed in the United States on May 17, 2019""";;;;;;;;
"2906,""I am still learning this little “robot” and since I am recovering from surgery I can just watch him wander all over the house before going home."",""Reviewed in the United States on May 17, 2019""";;;;;;;;
"2907,""Bought this because of price and wanted to try as we have a cat that leaves hair all over!  Thought I would be disappointed, but wow I am totally in love!  The only issue I had was connecting it to Alexa, but finally got it to work."",""Reviewed in the United States on May 17, 2019""";;;;;;;;
"2908,""Update TIP 1: Maybe it is just me, but I kept putting the filter box in the wrong way a dozen times. So, I placed a couple of stickers (you can use an address label) on the TOP part. Now, I get it right every time :) ...See my 1st picture.Update TIP 2: Someone asked about how much space the recharge needs. The booklet says it needs several feet on each side, BUT (see my 2nd picture), I was able to lay some old linoleum on the carpet for the unit to unite smoothly with the charger. You will see that it does not need a wide berth.I was one who thought a robot vacuum was a silly idea. I was vacuuming with my powerful Dirt Devil Jaguar Pet Vac about once a week. Each time, I would have to empty the canister two or three times.Then, BestBuy and Amazon had a price war during Mother's Day week of 2019. Both had dropped the price from around $249 to $159.  I had $50 in BestBuy gift cards doing E-Rewards surveys, so my cost was $109 (plus taxes).I figured if I didn't like it, I could give it away.I am hooked. After 4 days of daily cleaning, I noticed that the N79S was picking up less dirt. Then, I took my DareDevil Jaguar vacuum and did the whole house. This time, the canister was only HALF full. WOW! Now, I just do other stuff, like write this review, while the N79S hums along (not very noisy, unless you select power cleaning mode, which gets a bit louder, but not annoying).  And, you can select spot cleaning (it goes into concentric circles), or edge cleaning (it follows all the edges of a room/house), and more.The 4 stars for 'deep cleaning' is because the Dirt Devil Jaguar vacuum does a better job of sucking up trapped and deeper embedded sand/dirt at the carpeted area.PS, I noticed that it kept starting at midnight, until I read that you take the remote control and hold the Timer button (the top left, next to the round clock symbol, under the arrows) for a few seconds until it beeps or the Timer symbol on the remote screen disappears.Finally, the Jaguar Pet vacuum is now in hibernation :)  If you want to decide to get a robot vacuum, this one is a very good beginner's model."",""Reviewed in the United States on May 17, 2019""";;;;;;;;
"2909,""Ran it for the first time this morning, i am IMPRESSED., very cool machine and works very well on my hardwood floors."",""Reviewed in the United States on May 17, 2019""";;;;;;;;
"2910,""That robot does a great job. It evens cleans where our traditional vacuum cleaner couldn't go!Very happy. Great purchase."",""Reviewed in the United States on May 17, 2019""";;;;;;;;
"2911,""Great product for the value. Very happy with purchase"",""Reviewed in the United States on May 16, 2019""";;;;;;;;
"2912,""I have been going back and forth for years about getting one of these robot vacuums and I must say this is one of the best decisions I have made when it comes to cleaning.We have two dogs that she’d like crazy and we were normally cleaning every day which takes a lot out of the week.Now I have this set for when we’re at work so I come home to a clean home everyday and it’s one less thing to deal with.I tell everybody I can about this! It’s much cheaper then some of the others and yet still worth every penny!"",""Reviewed in the United States on May 16, 2019""";;;;;;;;
"2913,""I've had this robot vacuum for about 3 weeks.  I like it, but there are a few concerns.  I came very close to returning the product, because I couldn't get it to work with my wifi.  I clicked on the link for support through Amazon, and they  tried to contact the supplier with no response.  They said they would continue to try, but I never heard back from them. .  What I realized is that it really doesn't need the internet .  It comes with a remote control that works very well and I have learned to love this option.  I have a very large house (1st floor about 2000 sq ft ) and it runs randomly.  It has very strong suction and if you use the remote option to clean the edges, it works most amazingly.  I am retired and at home most of the day, so if it misses a spot, I just redirect it with the remote.  When I empty the dirt container, I am amazed at how much it picks up.  It is also very quiet compared to my daughter's Roomba and that's exactly why I purchase this instead of a Roomba.  It is also smaller, so it fits nicely under beds, couches, and chairs.  I have many low nap area rugs  and hardwood throughout the house and it goes from one to the other without a problem.  It also goes over door strips and edges very well.  It does find the charger from time to time, but not always, so I just use the remote to direct it to the port if it can't find it.  Overall, I really like this product, but it is a shame that it doesn't have a better mapping feature.  For the price, it does a great job."",""Reviewed in the United States on May 16, 2019""";;;;;;;;
"2914,""Super awesome"",""Reviewed in the United States on May 15, 2019""";;;;;;;;
"2915,""Easy to set up."",""Reviewed in the United States on May 15, 2019""";;;;;;;;
"2916,""This worthless robot spends more time offline than my toaster. I have it connected to our Alexa system in the house, which works great... when it's working. If I had a dollar for every time Alexa said """"sorry, your Deebot is offline"""" I'd have enough dollars to buy 200 Deebots.I have to go into the app and delete the Deebot, go through the process of adding the robot, and have her """"clean."""" When i have it return to the base to charge, that's when it usually goes offline. I moved the charging dock several times thinking it was the WiFi but it's just the robot. Totally worthless.This Deebot aimlessly wanders around your house, getting stuck on things and falling down stairs even though there's apparently a function to make sure that doesn't happen. I can vacuum my house much faster and more effectively with my DirtDevil I bought from Target.Don't buy it. Do yourself a favor and buy something else."",""Reviewed in the United States on May 15, 2019""";;;;;;;;
"2917,""It doesn't work right. when it turns on, it moves back and stops, turning on a light"",""Reviewed in the United States on May 15, 2019""";;;;;;;;
"2918,""***Although I really do love the way it works, it has started to die on my half way through cleaning the house and i thought it was programmed to return to base when it is low on battery. I've only had it for about a year so this is very disappointing.****My house is very clean, but I was amazed at how much it gets up.  The newer model self programs your floor plan layout, that is a major improvement. otherwise, we love it!"",""Reviewed in the United States on May 15, 2019""";;;;;;;;
"2919,""Worked okay for a few months.Now it won’t stop beeping after fully charging. 5 very loud beeps non stop. The only way to stop it is unplugging it and turning it off. Very frustrated.I cleaned it all to make sure that nothing is jammed.  Nothing has helped. Not acceptable."",""Reviewed in the United States on May 15, 2019""";;;;;;;;
"2920,""So far I have used this robot for 3 weeks and love it.  I have it set up to automatically run at midnight.  It does not fall down the stairs and is great for getting all the dog hair.  I do not have carpet."",""Reviewed in the United States on May 15, 2019""";;;;;;;;
"2921,""Works great, has an easy to use mobile app and much cheaper than other brands."",""Reviewed in the United States on May 15, 2019""";;;;;;;;
"2922,""At first this was amazing.  It ran everyday automatically.  I couldn't ever get it to connect to wi-fi, but that was fine.  Then it just stopped working  It starts but just spins around in circles.  Now it's too late for a return."",""Reviewed in the United States on May 15, 2019""";;;;;;;;
"2923,""I love this robot. We have four dogs and the hair gets a little out of control sometimes but this vacuum has definitely cut down on the time I have to manually vacuum. There are a couple things about it that maybe could be addressed and may not be a problem with other robot vacuums, but the biggest thing is the brush getting clogged up. By design, these don't hold much in the dust bin but it would be nice if it could sense when it was full and then stop. If it gets full then it just keeps going and the main brush gets overwhelmed with hair until it eventually shuts itself off and starts beeping at you to clean it out. If you stay on top of it and just empty the bin every so often (depending on the hair level of your house) then that isn't an issue. It's kind of a pain to have to clean the hair out of it because it gets so tightly wound around it. Emptying the bin is a 10 second job so I have certainly tried to remember to empty that out while the vacuum is working.A couple other things is the smart home control is great. I just tell Google to start it or dock it and it responds quickly and easily. I do find myself using the remote or the direction controls in the Ecovacs app to get a few spots that the vacuum occasionally missed but that is rare if you leave it to sweep the duration of the battery (which is roughly 90 minutes or so in my experience).Overall, a really great device to have in the house. Cuts down on your cleaning time exponentially and compared to other vacuums, is a great value. Highly recommended!"",""Reviewed in the United States on May 15, 2019""";;;;;;;;
"2924,""We have only had this for a day and OH MY has it cleaned quite a lot.Dust bunnies under my sofa, corners of my hallways, pet dander and hair, etc. We like it a lot so far.Settings: I have used the 'room perimeter' setting the most so far. 'Auto' setting is fine, though it travels randomly without really cleaning a whole room 100% before moving on. The 'one room' setting doesn't really work well for me, as we have an open floor plan main level.Cleaning: This thing really does clean well. It gets hair, dust, pet dander, and so on. So far, I notice it doesn't suck up heavy particles like litter or food well. The litter it sucked up fell out a bit when I empty the suction compartment. Otherwise, no complaints.Robot intelligence: Being as this is our first robot vacuum, we are quite satisfied with it. It does have an app with several nice features (alarm, suction power, a direct remote control to 'drive') and it comes with a remote control. I can see why other people would opt for something smarter, as this little robot just kind of goes hither and yon, not exactly 100% cleaning one location before moving on.Overall: For me, this is a great addition to my cleaning regime. I'm always home so far when I use it and I'll set it in the bedrooms I need cleaned or do my best to adjust it when it needs.Issues: It has gotten stuck a few times on one of my shag rugs. It tries to 'right' itself, but as long as I'm home to help it out, no problem. Today it managed to get stuck under my couch, which was a first. But I'm learning to leave openings for it to get under.Tip: You MUST clean small items, electrical cords, etc. from the floor before using this, just like with a regular vacuum.We are very happy with out new little robot maid!"",""Reviewed in the United States on May 15, 2019""";;;;;;;;
"2925,""In less than a year from purchasing the vacuum cleaner, the sensor has stopped working and it runs into literally everything in my house.  It seems that because it has run into things that there are scratches on the plastic and the sensor cannot work through that. I am disappointed that it lasted only a few months before malfunctioning like this."",""Reviewed in the United States on May 15, 2019""";;;;;;;;
"2926,""unit cleaned well but just stopped working no where to get fixed or get technical help.  Wasted 300 bucks."",""Reviewed in the United States on May 15, 2019""";;;;;;;;
"2927,""This vacuum works great. Does get stuck occasionally,  but is always full of dirt."",""Reviewed in the United States on May 15, 2019""";;;;;;;;
"2928,""like how it gets up 2 dogs hair"",""Reviewed in the United States on May 15, 2019""";;;;;;;;
"2929,""Deebot was great until it one day he stopped working. On the charger it blinks blue for a few minutes and then you come back and try to turn on but nothing happens (not even beeping when hitting on button). Tried reaching out to sellers but got no response. Wish I knew why it wasn't working or if needs to be replaced."",""Reviewed in the United States on May 14, 2019""";;;;;;;;
"2930,""Missed spots it should have picked up"",""Reviewed in the United States on May 14, 2019""";;;;;;;;
"2931,""I works well.  Gets stuck under cabinets and entry ways is a pain sometimes."",""Reviewed in the United States on May 14, 2019""";;;;;;;;
"2932,""Do not buy this product. I have only had mine for 13 months and it quit working. Called Ecovacs customer service and they will not replace it because it has been over 1 year."",""Reviewed in the United States on May 14, 2019""";;;;;;;;
"2933,""It's running right now and doing a wonderful job. Just remember to maintain it by emptying the dustbin each time you're done. Good remote vacuum for the money!"",""Reviewed in the United States on May 14, 2019""";;;;;;;;
"2934,""It lost suction after only a few weeks and also would catch on my rugs"",""Reviewed in the United States on May 14, 2019""";;;;;;;;
"2935,""Deebot worked great the first time I ran it, however it did not return """"home"""" to charge when it was finished (and never has since). Can't get it to return home with the remote, either. In fact, the remote really doesn't do anything at all. I didn't try the app on my phone, because I don't want to give it access to all of my storage contents. After the first run, I found that I have to """"help"""" it more and more frequently (it isn't stuck or full, just stops moving, starts beeping, and I have to push the """"auto"""" button every 5-10 minutes to get it restarted, which defeats the purpose of a robot vacuum).  I let it charge at least 24 hours between vacuums, but that doesn't seem to help. When it does work, it really does work. The bin collects a lot of dust/dirt and is easy to empty. I'm very disappointed that after less than a month of use it doesn't work as consistently as it should."",""Reviewed in the United States on May 14, 2019""";;;;;;;;
"2936,""I researched robotic vacuums for a some time. I will admit, I am always the first customer to look at the 1 star category and read the negative first before proceeding. Usually, that makes me think twice (which most of the time is a good thing since I spend so much money on Amazon). The vacuum has a few poor reviews, but nothing like some of the other robo vacuums. I tend to strongly believe you pay for what you get. I went ahead took a swing and purchased the Deebot N75S and figured if it wasn't working to standards, I would return it and it wouldn't be a huge deal because I am spending a fraction of the cost compared to the roomba and other brands. After receiving the vacuum, everything was SUPER easy to setup/hookup. I set my vacuum to run at 9 o'clock every night, usually the time I prep for the next day of work. I was INSANELY impressed with how much it picks up. The amount of dust, hair, etc.. surprised me. Even one night, the vacuum picked up a few ants off my floor haha. You should raise cords like my iphone charger, etc.. but other then that, it's awesome. Trust me, this is worth every penny. The app even gives you a percent on when to replace the brushes, filter, etc. It seems to have no trouble going over my rugs and cleaning them also. I have to guide the vacuum to the home base, but everything else works great.Take the chance, skip the top expensive brand and go with Deebot!"",""Reviewed in the United States on May 14, 2019""";;;;;;;;
"2937,""I bought this Robot vacuum after seeing the same one from a friend, but unfortunately I had a very different experience. My floors were actually quite clean already, and after the first run I saw the deebot just spin around in circles. So I checked the troubleshooting instructions, then called Deebot's tech support - They had me attempt to spin the wheel freely which it wouldn't budge, and they told me just to contact Amazon for a replacement. :("",""Reviewed in the United States on May 14, 2019""";;;;;;;;
"2938,""Loved this product while it was working. It's been 5 months and it just quit working on me"",""Reviewed in the United States on May 14, 2019""";;;;;;;;
"2939,""I usually use it on carpet,Awesome! It does great job, better than I expected!"",""Reviewed in the United States on May 14, 2019""";;;;;;;;
"2940,""Does amazing cleaning but can’t find home and every morning I have to find it.....I’m not gifted in programming so part of it is my fault. I’m amazed at how much dust continues to appear!"",""Reviewed in the United States on May 13, 2019""";;;;;;;;
"2941,""This worked great for about 2 months and then it started slowly deteriorating when it comes to cleaning. Now the vacuum is useless. Gets """"stuck"""" in the middle of a room and does not work at all. Save your money and buy something of more quality. I don't usually leave negativereviews, but when I'm out $200+, I feel it's important to inform future potential buyers."",""Reviewed in the United States on May 13, 2019""";;;;;;;;
"2942,""Works better than we thought it would. Doesn’t go over the steps so no need for barriers. Works great on our medium pile carpet. We have three cats so it’s worth every penny."",""Reviewed in the United States on May 13, 2019""";;;;;;;;
"2943,"" I love this little vacuum... I call her Dottie. She picks up cat hair perfectly... Although my cats hate her... I love her!"",""Reviewed in the United States on May 13, 2019""";;;;;;;;
"2944,""Well it does the job. With that being said It get's annoying because it gets stuck alot. It bangs into things and it isnt as smart as you would think."",""Reviewed in the United States on May 13, 2019""";;;;;;;;
"2945,""It kinda bumbles around and cleans but works well..they improved a lot  since the r original Roomba I had...I'm going to order one for my mom <U+0001F60B>"",""Reviewed in the United States on May 13, 2019""";;;;;;;;
"2946,""Easy to operate"",""Reviewed in the United States on May 13, 2019""";;;;;;;;
"2947,""I love this vacuum. It is exactly what I was looking for. I have a dog and this vacuum keeps up. I run it about once a day and it will run about an hr and 15 min at a time. It will auto dock onto its charging station and charge. It does take a while to charge but I usually run it in the morning and let it charge while I am at work. I have not had any issues with it getting stuck on anything like rugs. Would definitely recommend."",""Reviewed in the United States on May 13, 2019""";;;;;;;;
"2948,""I gave this as a gift to new parents in November.  It got rave reviews and the feedback was fantastic until about March.  At first it just didn't want to go so the company sent out a new battery.  Apparently, the battery wasn't the issue however because it never got back to running after that.  The company just gave up and said that was all they could do so we had to go through the Square Trade Warranty to get a partial refund.  shame because they really loved almost everything about this vacuum."",""Reviewed in the United States on May 13, 2019""";;;;;;;;
"2949,"" For a month or two I LOVED my deebot BUT after that the deebot lost the sensor or something (if that’s what it’s called) and it literally CRASHES into everything. The wall, My floor length mirrors and corner vases. I don’t know what to do and I can’t seem to get in contact with ECOVACS about changing it for another one for a bit more money or getting it checked out by them.P.S i COMPLETELY lovedddd this deebot and I honestly don’t know if my deebot might’ve been the one in the bunch to be defective so don’t let my post discourage you.P.p.s the deebot is a little loud but not as loud as other brands I’ve came across.Really hoping the company will reach out so that I can get a fixed one and change my rating."",""Reviewed in the United States on May 13, 2019""";;;;;;;;
"2950,""Great vacuum for wood floors. The one problem is that We have a fairly large house and we run a business out of it so we have 5g business class WiFi and it doesn’t support it. I’ve had the roomba one and it didn’t last so I tried this brand"",""Reviewed in the United States on May 13, 2019""";;;;;;;;
"2951,""I purchased my Deebot October, 2018 so I’ve had her for about seven months. She’s probably the best money I’ve ever spent and not much makes me happier than coming home and emptying her little bin and knowing the floor is clean and I basically did no work at all. I live alone- no kids, no pets- and she’s set to automatically run every day. I’m regularly surprised by how much she picks up, every single time she runs. Where the heck does she find all that dust and dirt??All that awesomeness aside, I’m writing this review now because little Alice (that’s what I named the vacuum) met with a major disaster this past weekend.A good friend is moving and I hosted a going away party for her. My friend and her husband came to my house and brought their Greyhound. The party was outside but Alice and the dog stayed inside. Late in the night, doggy daddy went inside to check on his dog and came back out in a bit of a panic.“How do you turn Alice off?”, he asked.I was a little confused because her automatic run time is set for 10am. He asked again, with a bit more urgency, “Seriously. How do you turn her off??”I go inside my house to find a horrific scene. The very large Greyhound has made a VERY large pile of very wet poo....and Alice has been trying to clean it up. I won’t go into the details of how far and wide the poo had been stretched across my house- but it was bad. Really, really bad.Cleaning the floor and baseboards took quite a long time and we were exhausted. Alice was in bad shape and I really figured she would end up in the vacuum graveyard. I wiped her exterior and wrapped her in a towel to deal with in the morning.The next day I began the task of trying to fix my beloved Alice. I took her apart- side brushes, main brush and filter off and tried to brush away all the poo. It was EVERYWHERE and my brush wasn’t doing any good. I was frustrated and Alice was filthy. In a last ditch effort of desperation, I took my kitchen sink sprayer to her.  I didn’t think she would possibly survive but I had to give her a chance.I dried her out with a hair dryer and let her sit for a couple hours. I put her on her charger and she lit up! Could it be possible she was going to work again? No way, I thought. 24 hours later, little Alice is happily cleaning my floor again. Like nothing ever happened. I don’t know what she’s made from but if you’re looking for a robot vacuum, I absolutely recommend the Deebot. I was already in love with my Alice but after this weekend I will tell every single person I know. Buy the Deebot!!! For the price, it absolutely cannot be beat in my book."",""Reviewed in the United States on May 13, 2019""";;;;;;;;
"2952,""I got 6 months out this and it quit working.No where can you return it"",""Reviewed in the United States on May 13, 2019""";;;;;;;;
"2953,""This works well . Our home is older so I don't have an open floor plan.  I sometimes have to pause and put it in another room . It's quite and easy to use. Makes my life easier for sure. I have hardwoods throughout my home . Works very well. I  have area rugs and it does well. I  don't have pets . It has different settings for cleaning edges too ."",""Reviewed in the United States on May 13, 2019""";;;;;;;;
"2954,""I have a German Shepherd and the vacuum does great! I only use it on hardwood and tile so can’t speak about carpet.  Would buy again!"",""Reviewed in the United States on May 12, 2019""";;;;;;;;
"2955,""Arrived in perfect condition. We named him Ultron (you can change the vacuum’s name in the app).He does the drunken sailor stumbling navigation around the house and he does a pretty good job of it. It’s impressive just how much stuff he picks up. With two kids, two cats, and two adults (one of whom has long hair), there’s a lot of fur/hair/debris that’s always being picked up.Ultron’s suction is pretty effective. He inhaled a Mardi Gras necklace, legos, and hair ties without batting a robotic eye.Now that my kids know Ultron will vacuum up there stuff, they’ve gotten quite speedy and picking up the floor when Ultron leaves his docking station and gives his “hello” chime.We run him during the day when I telecommute or on weekends where we can keep an eye on him. He gets stuck on things and we need to go save him (it’s cute at this point).  If our furniture were less challenging or we had fewer cords around the house, we could let him vacuum unattended without much issue. You can tell he’s in the room but I don’t need to adjust anything I’m doing (he’s not loud).So far, neither cat has hopped on him for a ride. Still hopeful."",""Reviewed in the United States on May 12, 2019""";;;;;;;;
"2956,""It’s good for everyday hard floor sweeping. It even works well on short carpets. The fact that it’s random mean it goes over the same spot twice. If you don’t want to spend a bunch of money on an iRobot I will recommend this."",""Reviewed in the United States on May 12, 2019""";;;;;;;;
