",""X1"",""X2""";;;;;;;;;
"1866,""I love that it can be automatically programmed to run on it's own. I set it daily (and make sure cat toys are picked up) and clean it weekly easily with the tools that came with it. Amazing what it picks up that you wouldn't see. I like it can spot clean or clean the edges/baseboards or do a single room. Happy with this! Also, I have paired it with my Google Home to run or dock!"",""Reviewed in the United States on August 24, 2019""";;;;;;;;;
"1867,""Unfortunately, this broke after 13 months of having it, which ended up being just over the one year warranty, so the company would not replace the unit. It seems crazy to me that this could break after that short amount of time, especially considering I only used it for maybe one hour one day a week.It’s disappointing that the manufacturer doesn’t stand behind their product enough to replace it."",""Reviewed in the United States on August 24, 2019""";;;;;;;;;
"1868,""Quality product, fast shipper"",""Reviewed in the United States on August 24, 2019""";;;;;;;;;
"1869,""I loved my first deebot. It stopped working after a couple years but I felt that it had done its job and bought another. That was last February. My second deebot stopped working this month. There was a problem with the bumper. This is the same thing that happened to my first deebot-but this time after only 6 months. I was a very satisfied customer but not anymore."",""Reviewed in the United States on August 24, 2019""";;;;;;;;;
"1870,""Started it up the first time. It headed out the door and I haven't seen it since. I push the """"Home"""" button but it won't come home."",""Reviewed in the United States on August 24, 2019""";;;;;;;;;
"1871,""I have three dogs, hardwood floors and live in Florida there’s tons of sand everywhere. I run this vacuum once a day and my house is 1000 times cleaner than before I got this vacuum. I love how it connects to google home and I can turn it on when I’m away from home with the app on my phone and the WiFi connection. Very simple setup. Also comes with a remote if you don’t care to download the app or you don’t have a smart phone. The only downside is it lacks the ability to create barriers so if that is nessary in your home this one won’t work, I normally just put an object in the path that I don’t want it to go or simply close the door. All in all this is a great value, I would purchase again if I ever needed another one."",""Reviewed in the United States on August 23, 2019""";;;;;;;;;
"1872,""My husband gave this to me for my birthday. I've had it for a few months and have used it many times. I love it. I can turn it on when I'm away from the house, using the phone app. I have two dogs that leave hair all over and it does a great job picking it up, especially for the size."",""Reviewed in the United States on August 23, 2019""";;;;;;;;;
"1873,""Stops and beeps every three minutes for no apparent reason, but I don’t know why because the app does not work with Google Home or Linksys WiFi."",""Reviewed in the United States on August 23, 2019""";;;;;;;;;
"1874,""This is my first robot vacuum and I must say I am truly impressed, especially for the price. This little robot picks up everything pet hair, hay, critter bedding that my rabbit kicks from her cage and sand! The only issue I have had is with the app for controlling it over the phone. The app is not set up for the model I bought even though it is advertised as having the app capability which is one of the major features that made me purchase. My bot even came with a card telling me to download the app, but once in the app there is no option for my model. I'm very disappointed about that and I will be contacting the Ecovac deebot customer service about this, hopefully they will update the app soon to include this model especially since it's advertised as a feature."",""Reviewed in the United States on August 23, 2019""";;;;;;;;;
"1875,""My vac was pretty good at first. I bought it in July. Now it won’t work! It runs but does not have anything in the collection box. Before when it was working well, it continued to get stuck under cabinets. It also runs every night at 12:30 even after trying to kill the battery and resetting every auto clock there is!"",""Reviewed in the United States on August 22, 2019""";;;;;;;;;
"1876,""Ecovacs used to offer great smart phone support for their vacuums.  However they removed the old software and replaced it with new software that requires access to your photos, contacts, camera, phone call logs, and IMEI.  This is highly invasive and sketchy.  Now I can't read consumables or battery life, or modify the suction power without giving them full access rights to my life.  There's zero excuse for this.The one time I did have an issue with the actual vacuum hardware (stuck bumper contact sensor) they brushed me off saying """"clean the bumper lens""""Also the device likes to phone home every once in a while without your consent to an IP of mysterious origin.  My network firewall blocked it as """"suspicious"""" and I agree."",""Reviewed in the United States on August 22, 2019""";;;;;;;;;
"1877,""Absolutely disgusting.  Received a filthy used vacuum with someone else's hair and dirt. Returning"",""Reviewed in the United States on August 22, 2019""";;;;;;;;;
"1878,""This vacuum has been a huge help with our hardwood floors. It’s not great for deep cleaning, but replaces the need to constantly swiffer. I just hit the go button and it does the work for me! It gets under furniture and runs a long time before needing a charge. It does, however, struggle to find the home base unless you set it directly in front of the base. But that’s a minor inconvenience, considering how well it runs."",""Reviewed in the United States on August 22, 2019""";;;;;;;;;
"1879,""Loved this vacuum for the to thirteen and a half months it worked. Customer support was helpful up to the point they determined the mainbrush motor was dead then it was """"sorry can't help you its past it's warrentee period"""". Consequently, if your don't mind spending $200+ for a robot vacuum that lasts a little over a year, then this is the vacuum for you. If you want your $200+ investment to last past the warranty period, I would look for other brands than this one."",""Reviewed in the United States on August 22, 2019""";;;;;;;;;
"1880,""Only have used for a week. We have engineered plastic wood looking flooring and bathrooms are tile. I have a two story home, around 2200 sqft. Currently using the robot upstairs. I have been using the vacuum twice a day. We have three dogs and a little boy. The robot can clean in a random, boarder or spot direction. It picks up human and animal hair with NO problem!! It runs for and hour and 45 minutes. The dust bin is easy to clean. The robot recognizes stairs. It will fit under dressers. The remote is easy to use. The robot can be programmed for a cleaning time. Definitely pick up/put up cords, shoe strings  etc... So far extremely happy!!!"",""Reviewed in the United States on August 21, 2019""";;;;;;;;;
"1881,""We've liked using the Deebot to keep things clean at the end of the day for about 4 months now. Does well and finds it's way around, very rarely getting stuck. Reduces the need for constant sweeping around the dinner table for kid's crumbs. The voice controls with Google Home are great as well. For deep cleans, I usually do a go-over with our Bissel vacuum, as this guy isn't incredibly powerful, but most of the time Deebot does the trick."",""Reviewed in the United States on August 21, 2019""";;;;;;;;;
"1882,""It works perfectly with all my other automated wireless products. It doesn't clean every single spot unless you buy the more expensive model however, for the price, this product is saving my wife and I a lot of time cleaning on the weekends. Thank you!"",""Reviewed in the United States on August 21, 2019""";;;;;;;;;
"1883,""It works grear on hardwood floors. If you have dogs you need this! I have a husky and i would have to vacuum everyday. Now, this takes care of it! I just empty the vacuum bin every other day. Time saver!"",""Reviewed in the United States on August 21, 2019""";;;;;;;;;
"1884,""I love1) easy set up2) Fast and pick up dog hairs without sweat3) Charge fastI hate1) Loud noise2) often stuck due to too high, or cant cross certain mats3) Loud noises4) Warranty - Hit and miss, depends who handle your  claim, I bought 2 units and both broken within 1 year but only 1 unit was replace by manufacture5) RMA parts- cant find any replacement for my base - Charging unitOverall. treat it as disposable unit like old phone that die about a year or so then you won't sweat much about it. The cost is fairly cheap compared to Irobot and other name brand."",""Reviewed in the United States on August 21, 2019""";;;;;;;;;
"1885,""I purchased the Ecovac in November to run in different zones than my 7 year old Roomba.I was shocked that the Ecovac did pick up dust/lint my Roomba missed. I had a battery issue from the start. It ran a good 2 hours on standard vac vs max.I started to notice it started to lose 5 then 10 and eventually 20 min over time.I broke and injured my toe in late July. I ran the Ecovac everyday along with my Roomba in approximately 1200 sq ft of hardwood and tile.I've bought replacement parts and always clean the vacuum after it runs.Two weeks ago I pushed the button for the vacuum to run and it would go about 1-2 feet and beep red. After troubleshooting it myself I called customer support.They led me through a few steps and then advised me to take a few pictures, attach my original invoice and address.They sent me a return label to drop off at a local UPS store. I had to provide a box and return everything including the base charger and remote.I emailed them everyday after I dropped it off. It took about 8 business days to receive a brand new vacuum.It was in a brand new box and packaged the exact same way when I originally ordered it.I saw a deal for this vacuum yesterday and contemplated buying one or two additional Ecovac's for convenience.I emailed CS this morning to double check the warranty.They said my warranty is exactly a year from the original date of purchase.My iRobot Roomba is 7 years old. I've replaced the battery once, additional tools a few times.The motor burned out within nine months of my original purchase. I ran it every day when I first received it then it was about 2 or 3 timesstarted running guarantees their vacuum's and ones that last longer. I've owned a Roomba for 8 years. I've  replaced the battery once and miscellaneous parts 3-4 times.The reason for my extensive review is the Ecovac is a budget robot vacuum but once the motor burns, you are out of luck after one year of purchase."",""Reviewed in the United States on August 21, 2019""";;;;;;;;;
"1886,""The vacuum robot can be programmed to work on schedule and do its duty while we are away, wich I find great. Cleans up the house while you work, and while it appears erratic, it really everywhere. It is specially good with hair and dust, but when wet -like rainy days or garden dirt- it is not that great.Comes with a remote control and there is an APP so it can be controlled even from outside."",""Reviewed in the United States on August 21, 2019""";;;;;;;;;
"1887,""This is the same vacuum as the gen 1 Eufy - I've had several of those and they all broke within a few months. This one ran through the house ONE time and started giving errors. I returned it instantly.I would go with the Eufy gen2 for a cheap robo-vac or step up to the Roomba that has replaceable parts"",""Reviewed in the United States on August 21, 2019""";;;;;;;;;
"1888,""I purchased this the first time on 8/6/18, it worked great and I was very happy with his performance... until the side brushes stopped working in November 2018, after a few emails I got the unit replaced in December and worked again fine until last week, just a week out of the extension of the warranty!!! now is dead and won't even turn on if it's not in charge, I think a battery issue.A real disappointment for reliability"",""Reviewed in the United States on August 21, 2019""";;;;;;;;;
"1889,""Would be great but after a few uses it won’t keep a charge longer than 10 mins"",""Reviewed in the United States on August 20, 2019""";;;;;;;;;
"1890,""This guy does the job!  As long as you keep the filter and dirt trap clean, it does fine.  I love the fact that it goes under all my furniture!!!  If you're expecting a """"deep"""" clean, well then you'll have to take out a big vacuum, but I hardly ever do because it does so well..."",""Reviewed in the United States on August 20, 2019""";;;;;;;;;
"1891,""N79 was out first robotic vacuum.  We felt like we were living the high life.It lasted about 9 months, then Deebot died.  No power. No problem, one year warranty!They asked a few questions, guided me though some basic troubleshooting over email.  Took a couple days to correspond.  But sure enough, they replaced it and shipped a new one, no hassles.The new one was noticeably louder...to the point where you couldn't watch TV while it was on, and even running it at night while you went to bed was too much.  It would bang as it went over the seems in the ceramic tile or over flooring transitions, or bumped into chairs and things.  But still...better than manually sweeping, right?Then, 10 months later, it started beeping.  4 beeps, 5 times.  Went though online FAQs, cleaned it all out.  No change.Even when it charged on the dock.  4 beeps, 5 times.  Every minute or two.  Constantly.Finally contacted technical support.  They troubleshot with me over email...then finally, informed me that there was no more warranty since the original purchase was in 2017.Both Deebots lasted less than a year.I understand it's got a lot of moving parts and electronics...maybe it's just too much to ask for a machine like this to last with every day use at an affordable price point.Don't expect it to last!"",""Reviewed in the United States on August 20, 2019""";;;;;;;;;
"1892,""We love this thing.  Every once in a while it will run out of juice before making it back to the base station, but most of the time I come home to find the carpets vacuumed and the Deebot charging."",""Reviewed in the United States on August 20, 2019""";;;;;;;;;
"1893,""It is a good product but it keeps getting stuck in any obstacle on the floor like computer electrical cords."",""Reviewed in the United States on August 20, 2019""";;;;;;;;;
"1894,""I don’t know how I lived without a robot vacuum! I waited so long to buy one because most brands were so expensive. My stepdaughter bought the Deebot first and loved it so I got one too and haven’t regretted in for one second. I have 2 dogs and use it everyday to keep the dog hair under control. It’s not as expensive as most and works great!"",""Reviewed in the United States on August 20, 2019""";;;;;;;;;
"1895,""This is a great vac. BUT less than a year of having it. It stopped working. It will run for a bit and then just stop and start beeping. I've cleaned it throughly and still stops and beeps. Very disappointed in it."",""Reviewed in the United States on August 20, 2019""";;;;;;;;;
"1896,""It's great for daily quick sweeps on pet hair or dust. It does help lessen the work of deep cleaning once a week/month. It does get stuck on fluffy rugs though. Great for hardwood!"",""Reviewed in the United States on August 19, 2019""";;;;;;;;;
"1897,""Good"",""Reviewed in the United States on August 19, 2019""";;;;;;;;;
"1898,""I bought this to replace my Roomba Series 500, named """"Pushy"""".  The first time using it I noticed that it avoided running into any furniture or walls, usually stopping several inches away and using the side brushes to sweep along the object.  For this activity, I named this robot """"Wimpy"""".  There was a lot to like about this robot but it had a fatal flaw.  It refused to travel underneath the bed to get those dust bunnies.  This is one of the main reasons to have a robot vacuum.  When I wrote customer service about this behavior, I was expecting a response to perform a hard reset.  Instead I received this:  """"the deebot will be confused if it travels beneath your bed since its dark and it will avoid it.""""  Really?  In other words, Wimpy is afraid of the dark.  I returned it to Amazon."",""Reviewed in the United States on August 19, 2019""";;;;;;;;;
"1899,""I bought this on a whim but love it.  I use it everyday and it always picks up lots of dog hair, dirt and human hair off my hardwood floor and area rugs. It runs about an hour and a half and goes home to be charged."",""Reviewed in the United States on August 19, 2019""";;;;;;;;;
"1900,""I’ve had mor expensive brands and this one did just as great of a job."",""Reviewed in the United States on August 19, 2019""";;;;;;;;;
"1901,""Well, it was pretty darn good for 6 months, then it started to go crazy!  It used to go over all of my rugs and floor registers and now it gets stuck on everything and is very confused. It will go forward for a few feet, then act like it is bumping into something, goes in reverse, then just spins in circles.  She goes backwards a lot now.  “Rosie” as we call her, has lost her freaking mind!  I’m VERY upset, as that is not what I paid good money for and this should last me many years!  6 months and junked out is simply a joke!  When she worked right, she really was good.  I am going to have to contact the company and probably jump through hoops, as Amazon won’t do anything now.  So mad about this!!!"",""Reviewed in the United States on August 18, 2019""";;;;;;;;;
"1902,""Amazon wasn't able to exchange for me as it wasn't sold directly by them.  Quite frustrating.  This vacuums battery died after 1 month."",""Reviewed in the United States on August 18, 2019""";;;;;;;;;
"1903,""Died after 6 months of useBefore that loved it. ECOVAC sent me a new one. Works well."",""Reviewed in the United States on August 18, 2019""";;;;;;;;;
"1904,""This vacuum worked great when it worked. After 6 months the wheels were stripped and it no longer functioned. Very disappointed"",""Reviewed in the United States on August 18, 2019""";;;;;;;;;
"1905,""It works well, all the features for room cleaning work excellent."",""Reviewed in the United States on August 18, 2019""";;;;;;;;;
"1906,""Es lo maximo"",""Reviewed in the United States on August 18, 2019""";;;;;;;;;
"1907,""To be honest, get the real thing, aka Irobot etc. This is great as an alternative. But, I think software wise this product lacks. Although an auto clean time is set, it seems to always go off on it's own schedule making you wonder who the heck is in my house. Then you have to realize that this machine has a mind of it's own and just goes."",""Reviewed in the United States on August 18, 2019""";;;;;;;;;
"1908,""I love how clean this keeps my floors."",""Reviewed in the United States on August 17, 2019""";;;;;;;;;
"1909,""I like to keep my place clean, but finding time to vacuum is an issue for me. The robot, take care of the vacuum part by automatically start cleaning, and it stays in the living room, so I don’t have to make a trip to the storage to get the vacuum cleaner.Perfect for hardwood and carpet floors.Cons:- it’s tough to get the corner spots.- Sometime the mobile app is taking long time to start."",""Reviewed in the United States on August 17, 2019""";;;;;;;;;
"1910,""I purchased the N79S model in March and at first had no issues. Now it beeps like it is stuck about every 5-10 minutes during cleaning. This happens even if in the middle of the floor with nothing around to cause it to think it is stuck. For a one hour vacuum I have to push the auto button over 5 times.Good customer service. After good cleaning the vacuum is working properly again."",""Reviewed in the United States on August 17, 2019""";;;;;;;;;
"1911,""Had for a few months and it stopped charging.  It also didn’t clean as well as I expected...  Thankfully Amazon allowed me to return and I am now on the hunt for a better vacuum."",""Reviewed in the United States on August 17, 2019""";;;;;;;;;
"1912,""You turn it on and you forget about it. Good on hard/soft floor. Happy with that"",""Reviewed in the United States on August 17, 2019""";;;;;;;;;
"1913,""great if you have pets and good suction too"",""Reviewed in the United States on August 17, 2019""";;;;;;;;;
"1914,""As far as robot vacuums go, this one is very basic. If I could go back, I'd pay more for some more features.It has a hard time finding it's base so I have to put it back manually and then I'm limited to using it until after it's fully charged again.There isn't a way to stop it from going places so I have to put up physical barricades for the areas I don't want it to go. I can't tell where it goes and misses where some other vacuums map exactly what's been covered.Seems to do a fine job, but very basic.Update: decrease from 3 atarts to 1. SO much maintenance is required. It disconnects from the network and gets stuck for no obvious reason so frequently. I also got an email from the seller offering a partial refund if I would increase my rating so the positive reviews are likely falsely inflated."",""Reviewed in the United States on August 17, 2019""";;;;;;;;;
"1915,""Works good worth the price"",""Reviewed in the United States on August 17, 2019""";;;;;;;;;
"1916,""it's just make my life easy"",""Reviewed in the United States on August 17, 2019""";;;;;;;;;
"1917,""WELL..this deebot started off as a good investment- but looking back, there has been MANY malfunctions. The first deebot we purchased lasted about 4 months then we had to ship it back to the manufacturer and receive a refurbished replacement. Its been 6 months and yet another deebot has died on us.I also dust and sanitize the deebot every week to properly maintain it (clean side brushes/main brush, dust pan, etc) and yet- it still breaks.PROS:cleans hard floors/tile nicelyCONS:SO MANY PROBLEMS W/ MAIN BRUSH (expect constant beeping/ stopping)WILL NOT stop for dog poop. (nice sensors right?)does not clean carpet (medium pile) thoroughlyhave dogs??? LOL not for Goldens or Labs...constantly banging into furniture/ cornersrandom navigation- some spots don't get cleaned at all (we have tested this by placing crumbs in random areas)constant beeping (even when nothing is actually wrong)only lasts a year...So, if you're okay with dealing with these problems, then by all means... BUT if you are wanting an efficient and STONG vacuum with 2000pa, I suggest you shop around and FIND A VACUUM WITH A 3 YEAR WARRANTY!!!!!!"",""Reviewed in the United States on August 17, 2019""";;;;;;;;;
"1918,""Golden’s and cats leave fur.  Deebot (aka Rosie in my house) takes care of this quite nicely.  Still need to vacuum but now just once a week instead of every day"",""Reviewed in the United States on August 16, 2019""";;;;;;;;;
"1919,""Do not waste your time or money with this product.  It worked well for three months, then it became very temperamental.  It would go in circles and stop every few feet.  After 6 months, it was completely useless.  Barely moves an inch before it stops and beeps. Ecovacs robotics did not even bother to respond to my request for credit or replacement, even though it was within warranty.  Terrible!"",""Reviewed in the United States on August 16, 2019""";;;;;;;;;
"1920,""I’ve had this vacuum for about 6 months. Owning an iRobot previously, I was happy to find a robot vacuum at an affordable price & with great reviews. It worked great at first";" needing to be emptied every 30 minutes. Now one of the side cleaning brushes won’t work."",""Reviewed in the United States on August 16, 2019""";;;;;;;;
"1921,""I absolutely loved this sweeper for the 1st four months. It did an excellent job sweeping my floors and transitioning from hardwood to tile to wool rugs. Unfortunately it doesn't last long. I've replaced all filters and have cleaned out the brush, but it just keeps stopping in the middle of the floor for no reason."",""Reviewed in the United States on August 16, 2019""";;;;;;;;;
"1922,""Below is my old review. After my issues deebot sent me a replacement. However, it was hardly an improvement. The first model I had cleaned my carpets. The replacement gets stuck on my carpets and gets stuck on thresholds as you can see in the video. Honestly, I've been burnt by evovacs and Roomba, so I'm not sure if I like robot vacuums. The evovacs definitely seem to clean better. It picks up cat hair and cat litter really well. Well, until it gets stuck on the carpet, doesn't charge and then doesn't run the next day. Maybe next time I'll try a Dyson.<><><><>The vacuum was doing an exceptional job for about 4 days and then on the fifth the vacuum died while searching for dock. Then on the sixth day it happened again. Clearly the vacuum wasn't charging even when. I placed it onto the dock. Yes the charging pins we're clean. Yes, I tried resetting it. Yes, I contacting them. My diligent attempts were all for naught. As I explained in the email I sent ecovacs, the light on the dock never illuminates. I went through all of their steps to try and resolve this issue but nothing worked. The dock is clearly a piece of crap. It's as light as a feather and made with very cheap parts. I expect plenty of other people have and will continue to have this issue."",""Reviewed in the United States on August 16, 2019""";;;;;;;;;
"1923,""For the money the best product I have ever purchased. I come home and my floors are clean."",""Reviewed in the United States on August 16, 2019""";;;;;;;;;
"1924,""I really loved this vacuum and it was a much better price than its competition but after only 4 months it’s stopped working:( Maybe you get what you pay for? I believe it has a 12 month warranty, so I am going to try to send it back for a new one... I will keep you posted on that process"",""Reviewed in the United States on August 15, 2019""";;;;;;;;;
"1925,""I wanted to love this vacuum but got really upset when it stopped working 6 months after my purchase. Beware!I Modify to 4 stars since they sent me a new one to replace the dysfunctioning one"",""Reviewed in the United States on August 15, 2019""";;;;;;;;;
"1926,""Does good picking up my labs hair and going over different surfaces, vinyl, carpet, hardwood.After a few months in stopped connecting to WiFi consistently."",""Reviewed in the United States on August 15, 2019""";;;;;;;;;
"1927,""Great smart cleaning bot but if you have high leveled carpet or objects should not pushed around not recommended. It has so many features but I am not going to list all them out because simply you are not going to use them all.I use the app most of the time. You can manage, schedule, and control them with your app. You can think of your phone as remote controller (actual remote controller is included as well) But the best part is you can control your bot so far away from your home. When I work, I press one button to operation it's own and it will automatically find their charging station when their battery is low. (well... you might already know.) Very easy to clean but ensure the dust bucket (?) is clipped on tightly. Otherwise, Deebot will vacuum all the dust and throw back out as the way they go..."",""Reviewed in the United States on August 15, 2019""";;;;;;;;;
"1928,""Big help for light home cleaning. The robot is having hard time to clean everywhere since our living is highly misshaped but does good with a very little help. Only thing that annoys me is that you need to get rid of all the cords. Of course this is not its fault.One thing made me very happy is its job on the carpet. Cleans our bedroom almost perfectly."",""Reviewed in the United States on August 15, 2019""";;;;;;;;;
"1929,""Buyer beware! This product will only last you a year. I bought this product 2 years ago and called the customer service and they sent me a new one after we troubleshoot the machine and it wasn’t working anymore. A year later the machine completely stopped working again. I called customer service and they said they can’t replace it this time since it was over a year. So if you plan on spending a few hundred a year for this machine. This is for you, if not I would recommend something else."",""Reviewed in the United States on August 15, 2019""";;;;;;;;;
"1930,""It gets stuck sometimes and is a little bit loud but seriously, I don't have to sweep or vacuum my floors. Winning!"",""Reviewed in the United States on August 15, 2019""";;;;;;;;;
"1931,""I really wanted to like this, but it's proving harder and harder. First off, it has a hard time getting over the tiny little incline to get into my bathroom that both of my old robot vacuums were able to handle with ease. I have to manually put it in there, which obviously is an issue if I'm not home when it's in use. I can, however, overlook that, as it's just a small part of my apartment.My real issue is that it is again banging into everything (doors, walls, furniture, etc). I've had it for  only a little over six months and have replaced it once already for this. It seems to work fine for two or three months, then the issues come back. The first time it started happening, they recommended I give it a full clean and use car headlight cleaner on the sensor. That worked for a day or two, then the problems persisted. I tried it again this time, and the issues have only gotten worse.Robot vacuums should not have these issues, especially after only a few months. I only run it twice a week, and clean the tray after every use.Again, I really wanted to like this vacuum, but that's proven more and more difficult. This is why I take the warranties out on these things.Unfortunately, I cannot recommend this item, despite its otherwise good reviews."",""Reviewed in the United States on August 15, 2019""";;;;;;;;;
"1932,""I was loving this vacuum in the beginning and then it stopped working it said that it was a wheel problem I replace the wheels I have tried every single troubleshooting and it’s still not working I’ve had it for one year and I’m disappointed I would love for the company to contact me so we could rectify this matter"",""Reviewed in the United States on August 15, 2019""";;;;;;;;;
"1933,""I have only had this for a year and it will not take charge. Replaced the battery and still won’t charge. Wouldn’t recommend unless you want to replace every tear."",""Reviewed in the United States on August 15, 2019""";;;;;;;;;
"1934,""It is fairly decent on hardwood floors but doesn't work on carpet. we have had it for 8 months and it doesn't go home to base on its own, we have to lift it and put it in there. It does not pick up small crumbs or paper cuttings. It is fairly decent if you can keep your house moderately clean and expect it to pick up the slack, but for my household with 2 boys , it is not working. If i could redo my purchase, I would invest in something that would work on both hardwood and carpet flooring."",""Reviewed in the United States on August 15, 2019""";;;;;;;;;
"1935,""I’m aware there is an option for a discounted dinner rice when ordering a used item.  But I’m kinda particular and prefer an unused item. So I paid full price.  But so disappointed to have received a dirty used machine.  Hairs, others dirt etc.I am very thankful for amazons return policy and should be receiving a new item tomorrow. I live in a rural area, a bit of a drive to UPS however it’s worth it for the price and value for a new item.....I hope to receive an awesome new product that works great.  I’ll report."",""Reviewed in the United States on August 14, 2019""";;;;;;;;;
"1936,""I had the best and now I have less bells and whistles, but does the job.I don’t need bells and whistles. This one makes me happy."",""Reviewed in the United States on August 14, 2019""";;;;;;;;;
"1937,""Does a great job. Amazing product for the money."",""Reviewed in the United States on August 14, 2019""";;;;;;;;;
"1938,""Loud,geting stuck everywere,sensors mailfuncture all the time,bought other brand not a beep, perfect cleaning.....,wont recommend"",""Reviewed in the United States on August 14, 2019""";;;;;;;;;
"1939,""Since i live alone, and I dont have alot to vacuum I initially got this guy to help me clean while i was at work. I run him almost every other day just to help keep the ants away and it has done a WONDERFUL job. My floors always seem clean after the bot has run through the apartment. I dont suggest using for a deep cleaning but for a surface clean on wood and tile, its perfect."",""Reviewed in the United States on August 14, 2019""";;;;;;;;;
"1940,""DeeBot works well. This is not for deep cleaning. It works well for everyday cleaning. It helps keep things up on a daily basis so that cleaning is less arduous. I only vacuum twice a week now. Wish I would have purchased one of these years ago!"",""Reviewed in the United States on August 14, 2019""";;;;;;;;;
"1941,""This thing worked great for six months. Now it won’t charge. Very disappointed."",""Reviewed in the United States on August 13, 2019""";;;;;;;;;
"1942,""I have two cats and I love the scheduling capability. It cleans the hair well and the sensors work well. This is actually the second one I bought cuz the first one works so wrll"",""Reviewed in the United States on August 13, 2019""";;;;;;;;;
"1943,""We bought this for our new home and thought that it wasnt going to be as good as the high end ones but it'll get the job done. Well we had it running on a schedule for about a month now and everything was good. If you have reclining furniture with a gap at the bottom then it's going to get stuck. Its suppose to sense objects so it can prevent from running into it but it's a hit or miss. (My kids get a kick out of it though) as far as the suction and pick up goes it does the job. It picks up hair and snack crumbs but you kind of have to guide it. It doesn't have a mapping system so it is random. Recently it has lost its charge and it is no longer properly charging so as soon as it comes off the charger it is pretty much dead and we have to send it """"home"""" to charge. But it doesn't work any longer so it is sitting there looking pretty and collecting dust. It was a great deal when we got it but I think we will spend the money for a good working one on our next purchase. So if you want something that will work perfectly for the first month or so then this is the product for you."",""Reviewed in the United States on August 13, 2019""";;;;;;;;;
"1944,""I literally have no complaints. I run it daily as I have 3 cats and it rocks! I have hard wood floors but I have a few rugs in the home and it runs over them with ease. My favorite part beside the fact that I don’t have to sweep every day is the maintenance. I empty to bin out daily. I take all of the bin parts apart and wash them monthly along with all of the brushes. All of which cone of led with minimal effort. When we first got it, it would get caught under or around certain things but once we learned how to prep the house every morning, it hardly ever isn’t found docked when I get home. Love. Love. Love this little robot and recommend it to anyone tired of sweeping every day";" several times a day."",""Reviewed in the United States on August 13, 2019""";;;;;;;;
"1945,""Works very well. Cleans well. Easy to use.Good value."",""Reviewed in the United States on August 13, 2019""";;;;;;;;;
"1946,""Does the work you need! recommend it  100%"",""Reviewed in the United States on August 13, 2019""";;;;;;;;;
"1947,""Overall best thing I ever purchased. We have a mix of hardwood and area rugs. It cleans really good. Need to remember to empty the collection bin and keep sensors clean. We have owned it for approx one year and I wish I purchased protection on it. It currently beeps like crazy while it charges. It still works but the beeping is beyond annoying. And without the protection I can’t get it fixed. Lose for me. I would def order again but buy the protection plan in case something like this happenes"",""Reviewed in the United States on August 12, 2019""";;;;;;;;;
"1948,""We purchased two of these to keep our newly remodeled house clean.  Due to some delays in our construction they stayed in boxes for several months.  One is working fine, the second worked three times, then completely quit.  Unfortunately, we are past the very short window of support."",""Reviewed in the United States on August 12, 2019""";;;;;;;;;
"1949,""This product just amazes me each time I use it. It fills up with hair from my small short haired di."",""Reviewed in the United States on August 12, 2019""";;;;;;;;;
"1950,""Lasted less than a month. I emptied it everyday and it just stopped working. When I click the button it will go a about a foot and turn around and go back to the charger. We vacuum everyday and our floors don’t get that messy so we were upset when it stopped working."",""Reviewed in the United States on August 11, 2019""";;;;;;;;;
"1951,""I received as a gift. I absolutely love my vacuum. I live in the country with laminate flooring and many animals. The vacuum is great at picking up everything. Even after me sweeping it picks up hair and dust that I couldn't see. The old application was great too. Could tell my vacuum to clean once all the kids life for school from the app. The down fall, my modem had to be replaced. Now the vacuum is not compatible with AT&T 5268ACFXN modem. So the app is useless <U+0001F621>."",""Reviewed in the United States on August 11, 2019""";;;;;;;;;
"1952,""The unit worked great for the first 9 months, after that I started having problems. The app would not connect to unit, it would say in use by another user. Also the unit rarely returned to the charger and the unit beeps a lot while it is charging. The unit also has a harder time maneuvering around the house, bumping it to walls and furniture  alot more than it did previously."",""Reviewed in the United States on August 11, 2019""";;;;;;;;;
"1953,""I have never had a robotic vacuum before so I can not compare to more expensive ones. This one is wonderful for picking up my dog’s coarse hair and my cat’s very fine hair. It is quiet and long running. I deducted a star because it sometimes gets caught in places it’s been before and a few times it has not made its way back to the charger. For the price, it is a good order and I would recommend to anyone who wants to have a robotic vacuum on a budget. I just choose to run it while I’m home so that I can rescue it when needed."",""Reviewed in the United States on August 11, 2019""";;;;;;;;;
"1954,""Unit died within a year and Amazon said “Sorry, can’t help you”"",""Reviewed in the United States on August 11, 2019""";;;;;;;;;
"1955,""I like the roller brush, that helps with what little carpet this thing has to deal with. It's a little loud, but quieter equals less suction so I'm okay with it I just don't run it when I'm in the room very often.I'm a fan of Deebot's remote and app cleaning and acheduling options."",""Reviewed in the United States on August 11, 2019""";;;;;;;;;
"1956,"" Worked great in the beginning. I have used this since May and it’s no the beginning of August and doesn’t work. It won’t charge. If I mess around with it and get it on the charger very carefully, in a specific spot, then it’ll charge. But it won’t return the the right spot when it returns. Sucks that it’s outside the return window. I should have dished out the little extra and bought a Roomba."",""Reviewed in the United States on August 11, 2019""";;;;;;;;;
"1957,""Works good"",""Reviewed in the United States on August 11, 2019""";;;;;;;;;
"1958,""This product is great to run for in between cleanings. I would not recommend for big cleaning jobs. The vacuum is able to pick up hair and small crumbs. However sometimes the hair dose need to be cleaned/removed  off the wheels and brush in the bottom."",""Reviewed in the United States on August 11, 2019""";;;;;;;;;
