",""X1"",""X2""";;
"731,""This is an OK robot for the price. Kind of mediocre, really:Good:-Cleans up well.-QuietBad:-Battery started malfunctioning in 14 months. (Warranty was for 12 months.)-Cannot setup days of week on remote. Must use the app. The app is not good."",""Reviewed in the United States on January 25, 2020""";;
"732,""This robot vacuum is awful. It’s never cleaned well but now after 6 months it also won’t run for more than 3 minutes without stopping. It doesn’t seem to keep a charge. The app is comically bad. Waste of money."",""Reviewed in the United States on January 25, 2020""";;
"733,""Stopped working!!!!!!!! Soooo upset that I paid all this money and now I’m without a vacuum. Also NO WAY TO CONTACT THE SELLER!!!!!!"",""Reviewed in the United States on January 25, 2020""";;
"734,""Hace el trabajo de cualquier unidad mucho más costosa. Gran poder de succión !!!"",""Reviewed in the United States on January 24, 2020""";;
"735,""Not only was this thing bad on carpet *and* tile, it got stuck CONSTANTLY. Could not make it through a room without getting stuck on something. Thought the floor register was a cliff and stopped over it EVERY TIME. Save your money."",""Reviewed in the United States on January 24, 2020""";;
"736,""Works well, difficult to sync dye to it using 2.4 wifi"",""Reviewed in the United States on January 24, 2020""";;
"737,""Good little helper for the price tag. He does a good job in my kitchen sweeping up the usual crumbs and cat hair. It’s not a 700$ rumba but is definitely a great starter robot vac."",""Reviewed in the United States on January 24, 2020""";;
"738,""We’ve  been using “Otto”—as you can tell, we’ve become attached and given him a name!—for over a year. The amount of debris he/it accumulates is very impressive. Such a great value for a small cost especially compared to similar products. Highly recommend this purchase."",""Reviewed in the United States on January 24, 2020""";;
"739,""We purchased the DeeBot N795 to replaced our 2.5 year old M80 Pro.  I didn't think there would be much difference in the cleaning ability, but I was wrong.  We were super happy with our M80, but it died and we needed to replace it.We use our DeeBots every single day so we needed one that is reliable and does a great job.  We nailed it with the N795.  It has better suction power than our previous DeeBot and it is quieter.  The N795 utilizes the same app so we can have one app to control our second DeeBot (upstairs Dee and downstairs Dee).  The app is OK and gets the job done, nothing fantastic to report on the app.Our N795 wakes up every morning at 10am and begins his day.  He usually runs for 1.5-2 hours going over tile and carpet.  We empty him every day and it is amazing how much stuff he picks up every day (hair, dust, etc...).The sensors are OK.  There are times when he bumps into things but its more funny than anything else.  His drop sensors work perfectly.  We have stairs so having good drop sensors is critical.  He makes his way to the top of th stairs and turns right around.  He is a good robot!Overall, we love our DeeBots.  I highly recommend the N795 for folks that need a reliable cleaning robot."",""Reviewed in the United States on January 24, 2020""";;
"740,""For your money, this is a good product. It will clean your house/rooms with a simple layout. I've found that it consistently gets stuck and I am not confident that it will clean and return to home base once complete. Every time I run it while we are out we come back to it stuck and we have no way of telling if it was stuck after 1hr or 1min of cleaning. It works great as far as the cleaning aspect, however, looking back I wish I would have purchased one with more software features. It doesn't map out room, you can see where it cleaned, and you cannot set barriers like other models. It just crisscrosses the house with no apparent pattern. Again, not a bad product, but I'd recommend one with better features."",""Reviewed in the United States on January 24, 2020""";;
"741,""We loved this vacuum,  until it stopped working.  We had it 9 months and we can no longer use it. We tried all the suggestions to fix it. We basically pulled ut apart and it still won't work.  Now I'm buying a new robot vacuum but I will not be buying this brand, unfortunately.  I'm upset that a vacuum costing $150.00 lasted less than one year. I wish my review was better because the vacuum works great-when it works!"",""Reviewed in the United States on January 24, 2020""";;
"742,""Mine worked for a bit and I saw that it was cleaning up, but now it’s sitting in a closet because it’s won’t work properly.  It can sit on the charger all day then I turn it on and it dies right off the charger.  Sound like a batter issue, huh?Replaced that, still had the same problem. Pretty frustrating I paid as much as I did for a product that did last a full year of use."",""Reviewed in the United States on January 24, 2020""";;
"743,""If you want a robovac that is cheap, this is an option but I would advise you to spend more $ on a vac that does more if you want a worry free robo vac.  If you only plan on using the vacuum when you are home then this is fine but I have only had mine for 3 weeks and it has LITERALLY gotten stuck at least 17/21 days I have used it.  It gets stuck and then dies so once you find it and free it up you have to wait to clean until you charge it back up.  If I could do it again I would spend more and get a better version.  I live in a 950 sq foot 1 bedroom apartment and i am afraid to run it while I’m not home .  No matter how much you prep it will find a way to get itself stuck somewhere.  Disappointing but I guess you get what you pay for"",""Reviewed in the United States on January 23, 2020""";;
"744,"" We use this vacuum in all our rooms! We are an older couple with a pet";" this vacuums more fur than our upright!! We just turn it loose in a room, and wow!! We are enjoying this, thank you so much!!! Kristie"",""Reviewed in the United States on January 23, 2020""";
"745,""We loved our deebot it worked very well, hair would mess up the side brushes pretty bad so you needed to keep it clean. At the 17 month mark it but the dust. It drives around in clean mode but acts like its looking for the charger (no vacuum, slow speed, slow brush). It only has a 12mo warranty. So it's not worth having. Our shark vacuum we have had for 8 years and cost $160. This is a $250 vacuum and last d $17 months plus multiple replacement brushes which get pretty pricey so a 17 month operating cost is about $310 which is about $18.25/mo. VS the $1.67/mo of my shark."",""Reviewed in the United States on January 23, 2020""";;
"746,""My first robotic vacuum. I have been impressed with its capability, a fin toy to take around the house.Setup. WiFi is off when charging the unit. Initial setup did not take this into account. I spent time on how to connect the bot to my home network before I discovered the problem."",""Reviewed in the United States on January 23, 2020""";;
"747,""I've emailed customer service twice since January 17th, 2020, but they're not responding to me (I will update when they answer). If they're too busy to answer me within 4 business days, that tells me they have so many problems with their vacuums that they must not be good quality. I have other robot vacuums, I know how they work, I clean them religiously after every single use. I've had this one for only 6 months, and the main brush stopped spinning a couple weeks ago. It's clearly a manufacturing defect, and I don't know if Ecovacs is going to honor the warranty since they're not replying to me.FWIW, my ILife Robot is going strong after 2 years with no issues. I wish I had gotten another ILife robot instead of trying this other brand. (I like to keep vacuums in different parts of my house for convenience)."",""Reviewed in the United States on January 22, 2020""";;
"748,""I got this on sale for $250 and it is well worth it.  We have an old Roomba (960 I think) and it is LOUD but this sucker could run at night and you would never know it until you stepped on it going to the bathroom in the middle of the night!I plan on buying his big brother as I need the ability for room by room programmable cleaning but this guy does an excellent job.  He would just be better if I could focus on one or two rooms per night.If you catch it for $250 or less, buy it."",""Reviewed in the United States on January 22, 2020""";;
"749,""Didn't last long. It kept unsyncing with it's home spot. And only when it was in a hard floor, did it pick up a little bit of dirt."",""Reviewed in the United States on January 22, 2020""";;
"750,""Bought this for my sons house who was tired of vacuuming dog hair every day. He absolutely loves it. I would definitely recommend this to everyone. <U+2705>"",""Reviewed in the United States on January 21, 2020""";;
"751,""Unfortunately the vaccuum quit working with less than a year of use. After multiple emails with Ecovacs customer service I was recommended to go to a repair shop locally. Very disappointed as we had purchased two additional Deebots as gifts."",""Reviewed in the United States on January 21, 2020""";;
"752,""I love that it cleans my house while I go run errands.  It does get stuck on chords and things that are too low but if you block off those things to keep it from getting stuck your good! I usually have to put up my fan block off my fridge just so it doesn’t get stuck!  When it’s done it goes back to its home and you have a nicely vacuumed home.  My house is mainly tile and carpet and it transitions to each well!  No complaints on cleaning!  It will get hair too it comes with a cleaner to get the hair off the brushes easy to clean and dump the dirt in the trash place back on its charger and you’re ready to clean again!! One of my most favorite appliances!!"",""Reviewed in the United States on January 21, 2020""";;
"753,""Works as advertised.  First found all the tight spots the Deebot couldn't fit then all ran smoothly.  Ended up putting small cork risers on two pieces of furniture so Bot didn't get stuck.  Easy to empty dust bin. Would recommend."",""Reviewed in the United States on January 21, 2020""";;
"754,""We love our Deebot. It's definitely worth the money we paid to get it. It's easy to clean. It does get long hair wrapped around the brush and the cleaning tool isn't the best for getting it off. If you don't mind finding it in other places, leave your doors open. But, it will find its way out of a room and not be able to get back to the dock. I'm amazed at the amount of dirt and pet hair it picks up off our smooth floors. I gave it 4 instead of 5 stars for the reasons listed above, but for the price, it's definitely a good buy."",""Reviewed in the United States on January 21, 2020""";;
"755,""Very good self powered vacuum. Just have to pick up the rugs and cords first and it's a good helper during the week with all my dog hair"",""Reviewed in the United States on January 21, 2020""";;
"756,""I've bought mine brand new, used once a week, cleaning EVERY time it was used. Really careful with all pieces and cleaning routines. But after 13 months (1 month after warranty is over) the robot simply stopped work. It charges, everything looks right, but doesn't move anymore.I've tried to contact the Customer service and after several emails, they answered that is out of warranty and I need to pay to repair it.Don't waste your money, buy a good brand, something reliable... This one is just bad quality..."",""Reviewed in the United States on January 21, 2020""";;
"757,""I like the robo vac products to general clean up."",""Reviewed in the United States on January 21, 2020""";;
"758,""Using every day. We have cats and this thing is amazing. Goes from carpet to tile, small rooms and large. My son likes the remote. Whole family feels that the carpet is cleaner and goes where you just can’t on a daily basis."",""Reviewed in the United States on January 21, 2020""";;
"759,""Wife wanted for Xmas. Wasn't a huge fan of it. It would go around and kind of get itself lost. Also the carpeting I have probably isn't the best for it, but it was unable to get back onto its charging station on its own when I told it to go """"home."""" Will be returning it."",""Reviewed in the United States on January 20, 2020""";;
"760,""Love Aunt Bee...my name for this little robot. It works so well! I have hard wood floors and heavy rugs.  Easily navagates both!"",""Reviewed in the United States on January 20, 2020""";;
"761,""This is our second Deebot.  It works great,  until it doesn't.  The first one lasted 16 mos, the second one 7 mos."",""Reviewed in the United States on January 20, 2020""";;
"762,""We named ours and even decorated it! We love this thing. A godsend to a pet friendly home!"",""Reviewed in the United States on January 19, 2020""";;
"763,""Works great at first. It's now 1 year later and it does not work at all. The vacuum does not take a charge."",""Reviewed in the United States on January 19, 2020""";;
"764,""Love it! Cleaned my carpets very well and has no problem with my long hair."",""Reviewed in the United States on January 19, 2020""";;
"765,""Bought this on Black Friday on a whim. I'm not the biggest fan of vacuuming so it tends to go a bit longer than it should. If you're like me then one of these is a must. I have two dogs and there was constantly hair around the house. Not anymore with this vacuum. I don't know how well it works for heavy/deep issues but for the day to day dirt/grime that one human and two dogs track in, this really makes a difference. I no longer have little piles of hair under my kitchen table.My house is carpet and tile and this really does well on both.  I set it to automatically vacuum at 2:00 A so I don't ever see it working but when I change the dust bin, it definitely picks up a lot of stuff.  All in all a good price and good performance."",""Reviewed in the United States on January 19, 2020""";;
"766,""Works as expected and makes our floors fur free with 2 pets (cat and a god). We love it. Now we do not have to vacuum everyday!"",""Reviewed in the United States on January 19, 2020""";;
"767,""Ordered for my Christmas for my mom. She loves it. The app allows you to set it to automatically clean on certain days and times. Really sucks up our dog’s hair that gets on the floor. Great suction in corners too!"",""Reviewed in the United States on January 19, 2020""";;
"768,""My son compliments on how great my floors are everytime he comes over. This is top of the line. Everything I expected it to be and more. I have to keep my son from stealing it everytime he comes over. I do with they were a little more affordable so he could buy one."",""Reviewed in the United States on January 19, 2020""";;
"769,""So disappointing! We bought this unit a little over a year ago and it worked great for a few months before we received an error indicating a """"main brush malfunction."""" Customer service was somewhat helpful and after some back and forth, eventually agreed to replace the unit. Fast forward another 6 months or so and our replacement unit is now giving us the same error, only this time customer service won't help us because replacement units are not covered under any warranty. Had this vacuum (two different units) for a little over a year and now I'm left having to either buy a new one or pay to have this fixed which will last for who knows how long. I know it's more expensive but will buy a Roomba next time - our last Roomba worked well for years!"",""Reviewed in the United States on January 19, 2020""";;
"770,""This thing set its own daily timer and when we tried to reset it, it set its own timer again except this time at Midnight. Not worth the hassel"",""Reviewed in the United States on January 19, 2020""";;
"771,""We have been waiting a little helper for pet hair, this unit is perfect. Runs on a daily scheduled + integration with Google home."",""Reviewed in the United States on January 19, 2020""";;
"772,""Cleans floors with ease.. Cannot get in corners of rooms.."",""Reviewed in the United States on January 19, 2020""";;
"773,""Love this robot! The value for the money is very good. Easy to find replacement filters. I was amazed how much it picks up every day. Bought a second one for upstairs."",""Reviewed in the United States on January 19, 2020""";;
"774,""I bought this for Christmas in 2018 and it worked great for a year. Then it started running in the middle of the night and nothing we tried could stop it (other than turning it completely off). Customer support was great to work with us to try everything to fix it. When nothing worked they let us exchange it for a new one even though we were a few weeks beyond the 1 year warranty period. Now we have a new one that is working great again, and it doesn't take off on its own in the middle of the night. I've never used any other robotic vacuum cleaner so I can't compare it to others. But this one works well for us and on this second one, I have set it up using the WiFi and it works perfectly.  For the price, I would recommend it."",""Reviewed in the United States on January 18, 2020""";;
"775,""I’ve had this product for 1 year and 4 month and I’ve had to contact ECOVAC 3 times to troubleshoot the vacuum. And of course this last time they couldn’t fix the vacuum and it’s now out of warranty. I had to make my first call to ecovacs approximately 4 months after I started using the vacuum. Don’t waste your money and buy a better a better quality vacuum. Trash."",""Reviewed in the United States on January 18, 2020""";;
"776,""Good product. Instruction manual and company’s web site are horrible, but the product itself we love"",""Reviewed in the United States on January 18, 2020""";;
"777,""I use it daily on wooden and tile floors. I live two blocks off the beach so the sand is always a problem, but it gets it up!"",""Reviewed in the United States on January 18, 2020""";;
"778,""Product stopped working after 8 months .. Tried everything .. Don’t know what else to do .. Would never pair with Bluetooth .. Got stuck under chairs and just bounced around .. Went over same areas too many times and other areas, not at all .. Sensors did not seem to ever work ..How do I contact the company, since Amazon will not stand behind the product warranty ..?"",""Reviewed in the United States on January 18, 2020""";;
"779,""This device has saved our lives!  Comes on 3 times a week and haven't had any issues.  Deebot is like the maid we never had......"",""Reviewed in the United States on January 18, 2020""";;
"780,""This Deebot is awesome especially for the price. Delivery was quick as was set up. I'm a single guy with pets and hair is an issue.  I have a small 3 bedroom home with hardwood floors and a couple throw rugs. Out of the gate I'm getting 2 1/2 hours of run time. Maybe since I do not have carpet I get better than expected battery life. The first morning I ran it I filled it up a couple times. I expected that. It sweep under my furniture and beds etc. The next morning the floors still looked great but decided to run it again.  I couldn't believe it managed after 2 hours to fill itself up again. Clean up  of the Deebot is a breeze. Dump it, then rinse everything with warm water and let dry. It's also cool that it parks itself back in the charger when battery is low. The first night it did start working in the middle of the night but that was an easy fix after reading instructions.  You just hold the right button down for 3 seconds and turn off timer mode. I did one room at a time in my testing of it to find trouble spots before I turned it loose on the entire house at one time. FYI,  it will eat a phone cord and if it can get to your surround sound speaker wires it has enough power to pull them all down, it also cant digest dryer sheets but it will try haha. Parts for it are plenty available on Amazon.  Great product. I highly recommend it and my hardwood floors  seem to be more shiny now as well."",""Reviewed in the United States on January 18, 2020""";;
"781,""Had only a year before it stopped charging.  Not pleased."",""Reviewed in the United States on January 18, 2020""";;
"782,""I love my Deebot! This little guy is amazing at picking up everything and getting under places I’d normally never vacuum like under the couch and bed. I couldn’t be happier with my purchase, it has made cleaning my house so much easier."",""Reviewed in the United States on January 18, 2020""";;
"783,""The best vacuum at this price range for pet hair. I have a beagle and a black lab and this thing is still chugging along after over a year of use."",""Reviewed in the United States on January 18, 2020""";;
"784,""So this is our third robot vacuum.  We have it in the basement set to run 4 days a week on berber carpet. As long as there aren't cords from our kids, headphone, xbox or whatever cords on the ground this little vacuum does great! Every once in a blue moon she works so hard she doesn't make it back to her base. But she rarely gets trapped as our rumba does and the carpet looks great. Good buy for the money."",""Reviewed in the United States on January 18, 2020""";;
"785,""Love this vacuum! It does a great job, the suction is fantastic, and it does well to clean up hair from 3 humans, 3 cats, and 1 dog."",""Reviewed in the United States on January 17, 2020""";;
"786,""Perfect"",""Reviewed in the United States on January 17, 2020""";;
"787,""I purchased the product in December 2018. I used it weekly on my bare floors, following basic maintenance instructions regarding cleaning of brushes, rollers and emptying bin. It stopped holding a charge in June 2019. I contacted Ecovacs and they sent me a new one in July 2019. I began using it weekly, again following maintenance instructions. In late December 2019, I began having the same problem of the unit not holding a charge. I followed the Ecovacs basic troubleshooting of removing the battery, plugging the unit in directly to the adapter instead of using the base--just as I did with the original unit. The company said that because it was a year past the original purchase date, even though they have record of the replacement in July, they will not do more than send me a new battery. While the Deebot does a decent job of vacuuming up pet hair and minor, daily tracking of stuff, it is not worth the money or hassle of the unit not holding a charge after only 6 months of weekly use. I won't buy from this company again."",""Reviewed in the United States on January 17, 2020""";;
"788,""Dont know what the suction power is."",""Reviewed in the United States on January 16, 2020""";;
"789,""It does a nice job of cleaning. We didn't realize how much dust and grim there is and we have a cleaning lady. It does have enough power to push lightweight chairs out of the way. It does not pick up pine needles from the christmas tree though."",""Reviewed in the United States on January 16, 2020""";;
"790,""This is nice to keep up on daily cleaning."",""Reviewed in the United States on January 16, 2020""";;
"791,""very good for basic hardwood floor vacuuming.  misses spots near edges but overall pretty handy"",""Reviewed in the United States on January 16, 2020""";;
"792,""Good product"",""Reviewed in the United States on January 16, 2020""";;
"793,""The only thing I know is the stupid thing never wanted to leave out of the kitchen."",""Reviewed in the United States on January 16, 2020""";;
"794,""Bought this refurbished and it works perfectly in a shared vacation home with lots of friends dropping crumbs and wearing their shoes around inside"",""Reviewed in the United States on January 16, 2020""";;
"795,""Great product"",""Reviewed in the United States on January 16, 2020""";;
"796,""You will be impressed with how much they pick up."",""Reviewed in the United States on January 15, 2020""";;
"797,""I never knew how bad it was in my house until I got Pinkman (my name for it) on the job.  My floors haven't looked this good in decades, I'm sure.  The flooring is approximately 60 years old - real pine and they long ago lost their luster (although my husband did buff and treat them with polyurethane 10 years ago) and the vacuum and swiffer never really got them shiny clean.  Ever since Pinkman arrived, we have beautiful shiny floors now. I'll have to post a before and after shot, and will hopefully be able to edit this at another time (because I don't want to deal with the process of searching through my phone for photos that have the floor in shot) and will hopefully remember to do it in the coming days.  I told my husband it was the best $150 spent in a long time.  We are both pleased. :-)"",""Reviewed in the United States on January 15, 2020""";;
"798,""I love this machine!  It doesn’t get everything in every corner, and occasionally gets hung up on things, but it cleans well enough that I can come home, look around and not feel overwhelmed by the dog hair and dirt from the unpaved driveway.  I was surprised at the excellent job it did on the carpet that was under the Christmas tree.  It cleaned up all of the dropped needles and small twigs from the tree. I am very happy with this product!  Would absolutely recommend it."",""Reviewed in the United States on January 15, 2020""";;
"799,""Easy set up, cleans well and consistently returns to home. does get hung up on various things phone cords curled throw rugs but cleans well over carpet, vinyl flooring and most throw rugs covers a large area multiply rooms and a hall and still manages to make it home. Would buy again."",""Reviewed in the United States on January 15, 2020""";;
"800,""The battery life is horrible doesn’t last no time I"",""Reviewed in the United States on January 15, 2020""";;
"801,""Setting-up the product was fast. The app shows its current status and the battery-charge level across, but it does not show many minutes it's been running. It had no trouble getting under a couch but has problems with the chairs. It was stuck under the dining table around 2-3 min just to find an exit. In general, I find this product budget friendly, therefore gave it 3 stars---  Advantages  ---Autonomous cleaning helps as light cleaning at homeCheap, but gets the job done---  Disadvantages  ---The cleaning path is crazy. It can go over same spot numerous timesNoisyIt might get stuck under the chairsUpdate after 6 months of usageWould not buy any robot vacuum without mapping technology if you want your home clean"",""Reviewed in the United States on January 15, 2020""";;
"802,""It worked great for about 8 months and now it only holds a charge for about 30 minutes, can’t find its home, it just stops in the middle of a room and starts beeping for no reason, and while it’s charging it will just start beeping as if it’s caught on something. It also seems to go EVERYWHERE that i don’t want it to go. Super annoying. Loved it at first and hate it now."",""Reviewed in the United States on January 15, 2020""";;
"803,""it works ok.  the problem is that it is not """"smart""""  it just does random patterns all day long.  eventually it """"should"""" cover the entire area."",""Reviewed in the United States on January 15, 2020""";;
"804,""My daughter bought this for me thru Amazon with a warranty for 3 years.  I am on my second Deebot in 18 months and soon to be 3rd.  It will go back.  It works intermittently.  The programming gets stuck to a certain room and it will literally bypass my other rooms to make it to this one room and then it will go around in circles and back up in circles until it gets stuck on the edge of a carpet that is no ore than 1/2"""" high.  It will NOT clean entire rooms so I have dog hair and parts of leaves my Labs will bring into the house left on the floors.  I don't have a Roomba and never have, but my son did and he got rid of it for very similar reasons.  I honestly do  not think these machines (Deebot or Roomba) are cut out to do the old fashioned job of a vacuum.  My time is NOT saved if I have to constantly go rescue Deebot from being stuck, pick it up and restart it, only to have it simply REPEAT the same problem in less than 5 minutes."",""Reviewed in the United States on January 15, 2020""";;
"805,""Machine needs returned!! Must have a memory board issue"",""Reviewed in the United States on January 15, 2020""";;
"806,""This vacuum is great for everyday hair and crumbs.  I have it set to run everyday at noon and it runs for about 1.2 hours then goes back to the charger.  I would recommend picking up any cords, blankets or some bathroom mats before this runs.  Other than that it does a great job picking up minor hair, crumbs, and dirt.  For an added bonus it comes with a remote that you can control the whole vacuum with.  It also connects to your WiFi so you can use the app to also control it like the remote.  And via the app you can setup scheduled times.  Overall, this is a great purchase and would buy more than one if I had a bigger house.  Great buy!"",""Reviewed in the United States on January 15, 2020""";;
"807,""Definitely a time saver & does a fantastic job.Very pleased."",""Reviewed in the United States on January 14, 2020""";;
"808,""This really helps with keeping our flooring clean.  I'm still trying to learn and figure out how to work it but so far so good.  The automatic timer comes in handy."",""Reviewed in the United States on January 14, 2020""";;
"809,""We were able to purchase one for $99 on Black Friday. We love it. It doesn't replace the need to sweep/vacuum but we never expected it to. We wanted something that would basically manage itself and help limit dog hair on the ground. Even with regular sweeping/vacuuming the Deebot picks up a TON every run. Very happy with it!"",""Reviewed in the United States on January 14, 2020""";;
"810,""I love this robot!  Totally exceeded my expectations.  I have a 1700sf upstairs with hallways, hardwood, stone, and carpet floors and it does them all in one session in about an hour. I have floor rugs and it goes right over them no problem.  They are rubber backed and somewhat stiff,  if not it would probably get stuck.  I have it set to come on every morning while I'm getting ready so if it beeps I can check it.  I have a little routine now where I hear it come on and I check for socks or cords it may try to suck up.  I have two cats and two dogs and this vacuum has eliminated  my need to manage their shedding hair every day.  My house is cleaner all the time and I dont have to bug my kid to vacuum, it's awesome!  Emptying the tray is easy and I just bang the filter in the garbage and brush it off when it's done each day. It even goes under my island and nightstands which have about a 4 inch gap.  It took a couple of days initially to learn layout but now only minimally bumps into walls.  My pets dont care about it after they figured out it wasnt out to get them.  They just move out of it's way.  7 weeks after purchasing I still love it and wish I bought one earlier.  I think the under $180 price point is what motivated me and it's been worth every penny."",""Reviewed in the United States on January 14, 2020""";;
"811,"" Quit working after 11 months- POOR CUSTOMER SERVICE- will not replace or fix without more of a cost"",""Reviewed in the United States on January 14, 2020""";;
"812,""At first, I really loved this product in my bedrooms because it could get to places I couldn’t reach.  But overall I’ve been disappointed and probably should have just splurged on the Roomba.Cons:The app never connected once, I kind of gave up after many tries and just pushed on manually.It really struggled to “find charging station”. A lot of the time I would just manually put it backThe sensors are not very good.  Despite its “slim” feature claim it would never go under my couch or certain tables even though they had abundant clearance.Entire product stopped working after almost exactly a year...almost like it somehow was smart enough to break right after the warranty/service help.Pros:It cleaned up dog hair and against the walls really well where a regular vacuum wouldn’t, which was really great in the “perimeter” mode.The suction is great and really made keeping dark floors tidy with short amount of daily use."",""Reviewed in the United States on January 13, 2020""";;
"813,""I have had 4 Deebots and they seem to last for 8 months with daily use. I have two cats and a small 3 bedroom apartment. While I loved my deebots and customer service was good (had it replaced under warranty twice) once this puppy bites the dust I’m going to try another brand because it pretty reliably stops functioning after 8 months of daily use.That being said, if there were no other robot vacuums on the market At this price point, I would certainly buy another Deebot because with two cats and a shedding rug my floors get filthy after one day. Once you go robot vacuum you can’t go back."",""Reviewed in the United States on January 13, 2020""";;
"814,""Right after a year we started having issues with our n79s. It beeps once and won't do anything else. I came back to read the reviews and it seems this happened to a lot of people. For what I spent, I would have liked it to last longer. I don't think I'd buy another Deebot branded vacuum again."",""Reviewed in the United States on January 13, 2020""";;
"815,""Wish it was smarter and mapped out house.and doesn't do deep cleaning of course. But is so helpful to beable to run it every day to clean up in and out mess from dog and kid."",""Reviewed in the United States on January 13, 2020""";;
"816,""I’ve had the DEEBOT N795 for almost 3 months now. I have 4 cats and a Great Dane and I’m completely satisfied."",""Reviewed in the United States on January 13, 2020""";;
"817,""Buena compra!!"",""Reviewed in the United States on January 13, 2020""";;
"818,""Sometimes have to trap it in one room if I want it cleaned but overall does a good job!"",""Reviewed in the United States on January 13, 2020""";;
"819,""We have TWO Deebots and use them in both of our homes!  Outstanding little helpers."",""Reviewed in the United States on January 13, 2020""";;
"820,""LO QUE NO ME AGRADO ES VER COMO JUEGAN CON EL PRECIO. LA HE VISTO 100DLLS MAS BARATA AQUI MISMO, UN DIA UN PRECIO Y OTRO DIA OTRO....POR QUE SERA?????"",""Reviewed in the United States on January 13, 2020""";;
"821,""I use it everyday and have 2 black labs which constantly shed!  The Deebot has no problem getting up all the hair, I was very surprised!  The only issues I have is it will not connect to wifi or the app/Alexa. I have tried all the troubleshooting tips with no prevail :("",""Reviewed in the United States on January 13, 2020""";;
"822,""Stopped working after 16 months.  I ordered a new battery, thoroughly cleaned and tried all troubleshooting suggestions.  Waste of money.  But another brand."",""Reviewed in the United States on January 13, 2020""";;
"823,""This is my first robot vacuum so I did not know what to expect. I can only say it has exceeded my expectations. We use it all the time. It cleans amazingly well and does everything as advertised. It is easy to service or clean after vacuuming - it is just a fine product! I would certainly buy it again."",""Reviewed in the United States on January 13, 2020""";;
"824,""Love it"",""Reviewed in the United States on January 13, 2020""";;
"825,""The vacuum is great. It does the job on my hardwoods and goes over flat low pile rugs with no problem. I bought this vacuum two  years ago and after the warranty was open it starting turning itself on at night--1:00 AM specifically.  Called support they said take out the main battery and the batteries in the remote to reset the vacuum. That worked for awhile and then all of the sudden it just starts again at 1:00 AM.  This weekend I took out the main battery for two days. Got the batteries out of the remote and did not reinstall them hoping that was the issue. It wasn't it started again at 1:00 AM last night. Calling support again today, but since it's no longer under warranty I doubt I get anywhere."",""Reviewed in the United States on January 13, 2020""";;
"826,""Do not get this!!!! I have bought 2 of these and both have broken out of the blue. So frustrating"",""Reviewed in the United States on January 13, 2020""";;
"827,""I Bought this vacuum and returned it in search of a more “updated” and “name branded” vacuum cleaner. We trialed 3 name brand Vacuum cleaners and NONE of them could get on or stay on the semi thick rugs like this one could. We’ve had this vacuum cleaner for a while and it’s one of the best. We recommend it to everyone."",""Reviewed in the United States on January 12, 2020""";;
"828,""First of all... it doesn’t work with Alexa unless you can remember the stupid name for it. You can’t say “start vacuum” it has to be “start deebot” which is dumb.Second.... after less than a year, the battery lasts less than 30 min. That is worthless for large areas. Of course the warranty doesn’t cover the battery after a year.  the battery life isnt covered by the warranty anyway."",""Reviewed in the United States on January 12, 2020""";;
"829,""I was very happy with this vacuum until it stopped working a few months ago, just a bit over a year after I bought it. It will only go in small circles now, I’ve tried all the troubleshooting suggestions we could find online, reset, etc. nothing works would like to at least get a partial refund."",""Reviewed in the United States on January 12, 2020""";;
"830,""Sent back"",""Reviewed in the United States on January 12, 2020""";;
"831,""Love that is soooo quiet. I can actually work in the same room as it runs unlike my old roomba."",""Reviewed in the United States on January 11, 2020""";;
"832,""Initially, this worked great. It picked up lots of hair/dust. Unfortunately it only worked a few times and then it stopped working and didn’t pick up anything."",""Reviewed in the United States on January 11, 2020""";;
"833,""Loved this little vacuum! It saved me so much time and did a great job cleaning the floors. We have a dog that she’s a lot and it did an excellent job. Unfortunately, after 14 months, it stopped working."",""Reviewed in the United States on January 11, 2020""";;
"834,""Picks up lots of dirt.  Cleans really well.  The only bad thing is that it will constantly run out of battery and die somewhere in the house but we do have a big house."",""Reviewed in the United States on January 11, 2020""";;
"835,""It cleans really really well but I can’t get it to connect to the WiFi.  I really wanted it to work with Alexa but I can’t get it connected.  Not happy"",""Reviewed in the United States on January 11, 2020""";;
"836,""So nice to have debot clean up the dog fur and sand before I come home and kick my shoes off to relax"",""Reviewed in the United States on January 11, 2020""";;
"837,""Love it!"",""Reviewed in the United States on January 11, 2020""";;
"838,""This was the best money I have ever spent on cleaning equipment!  Still have to go behind but love it"",""Reviewed in the United States on January 11, 2020""";;
"839,""This machine really does a great job, it’s ability to transfer smoothly from tile to carpet is impeccable"",""Reviewed in the United States on January 10, 2020""";;
"840,""First unit purchased came in defective, one brush would not spin. Item was returned under the warranty and second unit came defective as well, it would turn on its own at 9:20pm. There were no auto schedules set and would even turn on by itself without batteries in the remote. As if that wasn’t enough, The last time I used it, the battery lasted only 45 minutes. Tech support could not help and I was done with this brand. Returned for a refund."",""Reviewed in the United States on January 10, 2020""";;
"841,""Great product. Cleans up well and is really quiet. Intelligent object detection. Overall very pleased."",""Reviewed in the United States on January 10, 2020""";;
"842,""This product is absolutely fabulous!!  Don’t know how I have lived without it!"",""Reviewed in the United States on January 10, 2020""";;
"843,""Buena excelente aparato"",""Reviewed in the United States on January 10, 2020""";;
